alpha,beta,eta,lambda,gamma,epsilon,iota,delta,mu,omicron,alpha_rel,beta_rel,eta_rel,lambda_rel,gamma_rel,epsilon_rel,iota_rel,delta_rel,mu_rel,omicron_rel,other,other_rel,sum,date
884.6666666666666,27.666666666666668,10.333333333333334,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.940064477741425,0.03225123295799449,0.01289033634614784,0.0005518763796909492,0.0006471334385462911,0.0,0.00047551117451260106,0.0007423904974016332,0.0,0.0,10.666666666666666,0.012377041464281252,935.6666666666666,2021-03-25
972.0,23.333333333333332,7.333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.9578874918713361,0.023697122942833108,0.0077803731142602845,0.0005518763796909492,0.0006471334385462911,0.0,0.0,0.0007423904974016332,0.0,0.0,8.666666666666666,0.0086936117559315,1013.3333333333334,2021-03-26
804.3333333333334,16.666666666666668,4.666666666666667,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.9621033574613292,0.021312348998665853,0.007050424915697785,0.0005518763796909492,0.0002759381898454746,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.008706054054770632,833.3333333333334,2021-03-27
512.6666666666666,10.333333333333334,4.333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.9622332107271389,0.017696296249383653,0.008401259583634128,0.0010893246187363835,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.010579908821106895,532.6666666666666,2021-03-28
749.6666666666666,16.0,8.666666666666666,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.958597639109164,0.017852052191219575,0.009845484393909462,0.0016806906743247927,0.0005913660555884093,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.011432767575793819,785.0,2021-03-29
984.3333333333334,25.333333333333332,11.0,2.0,2.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.9526612603002373,0.020503767977923016,0.009400755678425908,0.00227699359620911,0.0017839718993570436,0.0,0.0,0.0,0.0,0.0,13.333333333333334,0.013373250547847534,1038.3333333333333,2021-03-30
1201.6666666666667,34.666666666666664,14.333333333333334,1.6666666666666667,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.9435785019483877,0.028265476593332953,0.011198249582106223,0.0011876689774727265,0.002778007684645314,0.0,0.0,0.0,0.0,0.0,16.0,0.01299209521405508,1271.6666666666667,2021-03-31
1072.3333333333333,28.0,9.0,1.3333333333333333,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.9477723623520817,0.02544446914268075,0.00830816385503169,0.0011224802436417495,0.0029759076116930533,0.0,0.0,0.0,0.0,0.0,16.333333333333332,0.014376616794870985,1130.3333333333333,2021-04-01
924.6666666666666,17.333333333333332,7.0,0.6666666666666666,2.0,0.0,0.0,0.0,0.0,0.0,0.9630227610204033,0.017127305913010888,0.007742938609857956,0.0005261773217574323,0.0017833017679244189,0.0,0.0,0.0,0.0,0.0,10.666666666666666,0.009797515367045977,962.3333333333334,2021-04-02
746.6666666666666,10.0,4.666666666666667,1.6666666666666667,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.9644056357658425,0.013275228121010986,0.007571970506756624,0.0028092823445884825,0.0023113359978568487,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.009626547263944645,773.0,2021-04-03
420.3333333333333,5.666666666666667,4.0,1.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.9666853881061263,0.014114805879432707,0.009175658359921707,0.00228310502283105,0.0015220700152207,0.0,0.0013280212483399733,0.0,0.0,0.0,2.3333333333333335,0.004890951368127754,434.3333333333333,2021-04-04
450.6666666666667,11.666666666666666,6.333333333333333,2.3333333333333335,2.6666666666666665,0.0,1.0,1.0,0.0,0.0,0.9446160531226419,0.021514701026098454,0.011738262389612961,0.004042119974458139,0.004160592442661333,0.0,0.002207528724153518,0.0013192612137203168,0.0,0.0,6.666666666666667,0.010401481106653334,482.3333333333333,2021-04-05
690.6666666666666,18.0,7.666666666666667,1.6666666666666667,2.6666666666666665,0.0,1.0,1.0,0.0,0.0,0.9475172185897328,0.02300856081357286,0.010460467301013613,0.002039834946010689,0.0032001624162078337,0.0,0.002207528724153518,0.0013192612137203168,0.0,0.0,9.333333333333334,0.010246965995588385,732.0,2021-04-06
954.6666666666666,27.333333333333332,9.666666666666666,2.3333333333333335,5.0,0.0,0.6666666666666666,1.3333333333333333,0.0,0.0,0.9379912665387987,0.027411108485665303,0.010233082970696751,0.0026469994876014598,0.005325238311775532,0.0,0.0008795074758135443,0.0016228434845157024,0.0,0.0,13.333333333333334,0.013889953245133013,1014.3333333333334,2021-04-07
1146.0,27.333333333333332,8.666666666666666,1.3333333333333333,4.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.9551423326734706,0.023140268448768892,0.007242623481669143,0.0011420495766247777,0.0034489110062861186,0.0,0.0,0.0005576473114457921,0.0,0.0,11.0,0.00932616750173468,1199.0,2021-04-08
1163.0,25.0,9.0,1.0,4.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.9588694965793515,0.020995866501444856,0.007434112482733328,0.0008612295822411775,0.0034310448076222354,0.0,0.0,0.0008295342064974506,0.00027188689505165854,0.0,8.666666666666666,0.007306828945057829,1212.0,2021-04-09
1156.0,17.666666666666668,8.0,0.6666666666666666,3.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.9696787768558449,0.014486362041120726,0.006608018418934346,0.000574577861163227,0.0025880201941058186,0.0,0.0,0.0005259519357020651,0.00027188689505165854,0.0,6.333333333333333,0.005266405798077305,1192.6666666666667,2021-04-10
805.6666666666666,11.333333333333334,5.0,0.3333333333333333,2.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.9706483255087305,0.014621939349808608,0.004321433053080686,0.0003205128205128205,0.001825825072154599,0.0,0.0,0.0017666552059634672,0.00027188689505165854,0.0,4.333333333333333,0.00622342209469767,829.6666666666666,2021-04-11
873.0,17.0,5.666666666666667,0.3333333333333333,4.0,0.0,1.3333333333333333,3.3333333333333335,0.0,0.0,0.9558145814526409,0.01738455605870452,0.004262138570649208,0.0003205128205128205,0.003055100927441353,0.0,0.0008865248226950354,0.0034894491619756386,0.0,0.0,17.666666666666668,0.014787136185380629,922.3333333333334,2021-04-12
1171.6666666666667,29.0,8.666666666666666,1.3333333333333333,4.0,0.0,1.3333333333333333,4.0,0.0,0.0,0.9483583400892138,0.0218307917923654,0.004988250449455697,0.000665335994677312,0.0024383856400673827,0.0,0.0008865248226950354,0.0038221171593142943,0.0,0.0,23.666666666666668,0.01701025405221107,1243.6666666666667,2021-04-13
1536.3333333333333,34.666666666666664,12.666666666666666,1.3333333333333333,5.0,0.0,1.3333333333333333,5.0,0.0,0.0,0.9442231781196111,0.02096120759981306,0.007907958478652779,0.000665335994677312,0.003168312647366653,0.0,0.0008865248226950354,0.0033005848581348454,0.0,0.0,29.666666666666668,0.01888689747904925,1626.0,2021-04-14
1452.0,26.666666666666668,14.666666666666666,1.3333333333333333,7.0,0.0,0.0,2.0,0.0,0.0,0.9516143297013309,0.016368957347363856,0.010244220813232117,0.000665335994677312,0.005280913848493374,0.0,0.0,0.001305904007071016,0.0,0.0,21.333333333333332,0.014520338287831532,1525.0,2021-04-15
1451.6666666666667,22.333333333333332,13.666666666666666,0.0,7.666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,0.953361838699399,0.014239681761988426,0.009756240949666078,0.0,0.005619593918073089,0.0,0.0,0.0011405720204418646,0.0,0.0,24.0,0.015882072650431633,1521.0,2021-04-16
1196.0,19.0,9.666666666666666,0.0,6.666666666666667,0.0,0.0,0.6666666666666666,0.0,0.0,0.9595821622086399,0.015713077211192753,0.006836532920468996,0.0,0.004889666910773819,0.0,0.0,0.0007657800561912523,0.0,0.0,18.0,0.012212780692733327,1250.0,2021-04-17
887.0,14.666666666666666,4.0,0.0,2.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.9700755043504908,0.012104972853712878,0.0034056413447216085,0.0,0.0010040160642570276,0.001564945226917058,0.0,0.0023307252831083103,0.0,0.0,11.666666666666666,0.009514194876792255,920.6666666666666,2021-04-18
651.6666666666666,9.0,7.0,0.3333333333333333,4.333333333333333,0.3333333333333333,0.0,4.666666666666667,0.3333333333333333,0.0,0.9603736338052468,0.01070128861870334,0.006712950374922206,0.0002574002574002574,0.003346203346203346,0.001564945226917058,0.0,0.005252192361201894,0.0002574002574002574,0.0,10.666666666666666,0.011533985752004818,688.3333333333334,2021-04-19
1048.0,17.0,10.333333333333334,0.6666666666666666,6.333333333333333,0.3333333333333333,0.3333333333333333,7.0,0.6666666666666666,0.0,0.9517655490721283,0.010511098182331058,0.008539434393187046,0.00044004865922674135,0.00444209375716225,0.001564945226917058,0.000182648401826484,0.006114935530332019,0.00044004865922674135,0.0,20.333333333333332,0.015999198117662327,1111.0,2021-04-20
1344.6666666666667,25.333333333333332,15.0,0.6666666666666666,11.666666666666666,0.0,0.3333333333333333,9.666666666666666,0.6666666666666666,0.0,0.9299913817074051,0.017426727504599386,0.011123866759630984,0.00044004865922674135,0.00886809652341398,0.0,0.000182648401826484,0.007039616859431558,0.00044004865922674135,0.0,33.666666666666664,0.024487564925239,1441.6666666666667,2021-04-21
1476.0,25.666666666666668,10.666666666666666,0.6666666666666666,10.0,0.0,0.3333333333333333,8.666666666666666,0.3333333333333333,0.0,0.9407718189779085,0.016719922824284774,0.007380637850839159,0.0003833307217141019,0.007127351736311576,0.0,0.000182648401826484,0.005756954649617031,0.000182648401826484,0.0,31.333333333333332,0.021494686435671772,1563.6666666666667,2021-04-22
1458.3333333333333,19.0,9.0,0.6666666666666666,13.0,0.0,0.0,9.666666666666666,0.3333333333333333,0.0,0.9406206438882613,0.01315208751741998,0.006495773418261703,0.00038900623702509433,0.008856320082414819,0.0,0.0,0.0063673305235174005,0.00018832391713747646,0.0,35.333333333333336,0.02393051441596225,1545.3333333333333,2021-04-23
1430.6666666666667,13.0,5.0,0.6666666666666666,7.666666666666667,0.0,0.0,8.333333333333334,0.3333333333333333,0.0,0.9631478562561008,0.00848653855516451,0.0033107159791919316,0.00038900623702509433,0.00443031731616309,0.0,0.0,0.005484904224652844,0.00018832391713747646,0.0,23.666666666666668,0.014562337514564322,1489.3333333333333,2021-04-24
1023.0,11.666666666666666,3.0,0.3333333333333333,7.0,0.0,0.3333333333333333,7.666666666666667,0.3333333333333333,0.0,0.9473355578561752,0.015644044808131915,0.002718947870059907,0.00018832391713747646,0.007702907537549952,0.0,0.0008130081300813008,0.00936982025623339,0.00018832391713747646,0.0,19.0,0.016039065707493454,1072.3333333333333,2021-04-25
836.0,12.0,2.3333333333333335,1.0,9.666666666666666,0.0,1.0,8.333333333333334,0.0,0.0,0.9396385972295928,0.017234197088597362,0.0026051428539089487,0.0008278145695364238,0.011224627146933721,0.0,0.00136488450977225,0.01088545363571232,0.0,0.0,14.666666666666666,0.016219282965946203,885.0,2021-04-26
989.0,16.666666666666668,4.0,1.0,11.666666666666666,0.0,1.0,11.0,0.3333333333333333,0.0,0.9307757391707087,0.019506080552873912,0.0033634755850613074,0.0008278145695364238,0.012516616811016408,0.0,0.00136488450977225,0.0120775643174061,0.0002153316106804479,0.0,20.666666666666668,0.019352492872944542,1055.3333333333333,2021-04-27
1201.6666666666667,16.666666666666668,6.333333333333333,1.3333333333333333,16.333333333333332,0.0,0.6666666666666666,12.666666666666666,0.3333333333333333,0.0,0.9382627844389412,0.0129456088426989,0.005017319135522714,0.0011361710296042625,0.013805697231885372,0.0,0.0005518763796909492,0.010086784927651055,0.0002153316106804479,0.0,23.0,0.01797842640332517,1279.0,2021-04-28
1287.3333333333333,17.0,10.333333333333334,1.0,18.0,0.0,0.6666666666666666,13.333333333333334,0.3333333333333333,0.0,0.9407091618235413,0.012375012097346793,0.00758163482378819,0.0007606404944414249,0.013791095346669668,0.0,0.00045228403437358656,0.009891718717461785,0.0002153316106804479,0.0,19.666666666666668,0.0142231210516968,1367.6666666666667,2021-04-29
1338.0,16.333333333333332,9.333333333333334,1.3333333333333333,20.0,0.0,0.6666666666666666,10.333333333333334,0.0,0.0,0.9440204268521587,0.01160058278982267,0.006845175232230208,0.0009578791532185454,0.014865969587912425,0.0,0.00045228403437358656,0.007881362413724445,0.0,0.0,19.0,0.013376319936559371,1415.0,2021-04-30
1166.6666666666667,13.0,7.666666666666667,1.0,14.0,0.0,0.6666666666666666,6.666666666666667,0.0,0.0,0.9546326790817558,0.009533696381756307,0.006320071124503034,0.0006495226931507069,0.009993338768432678,0.0,0.00045228403437358656,0.004828334083848893,0.0,0.0,16.666666666666668,0.013590073832179214,1226.3333333333333,2021-05-01
809.3333333333334,7.666666666666667,3.0,0.6666666666666666,4.666666666666667,0.0,0.0,3.0,0.0,0.0,0.9663711115202024,0.0067542448158853996,0.003992903593005714,0.0012622013850816995,0.0036613622872024663,0.0,0.0,0.005696054731265311,0.0,0.0,11.0,0.012262121667357085,839.3333333333334,2021-05-02
827.6666666666666,16.333333333333332,7.0,1.0,9.333333333333334,0.0,0.0,7.666666666666667,0.6666666666666666,0.0,0.9492002361694788,0.01113238743888176,0.006076410551918957,0.001426103932516208,0.005989334062628197,0.0,0.0,0.008157370952061488,0.0003611412062116287,0.0,21.666666666666668,0.017657015686303106,891.3333333333334,2021-05-03
1282.0,37.0,13.0,1.6666666666666667,17.333333333333332,0.0,1.0,16.0,1.6666666666666667,0.0,0.929579031956981,0.019780408520351008,0.007555972852026198,0.001751942968032663,0.008930743142465088,0.0,0.0004887585532746823,0.011746029222836891,0.000849899759486311,0.0,32.0,0.01931721302454617,1401.6666666666667,2021-05-04
1517.3333333333333,51.666666666666664,14.0,1.3333333333333333,23.0,0.0,2.0,29.0,2.0,0.0,0.898851344405212,0.03173627912737976,0.007648417533129027,0.0006869802417280836,0.013849724623946569,0.0,0.0013568141088302378,0.019928307947248203,0.001139251611338163,0.0,41.0,0.02480288040118799,1681.3333333333333,2021-05-05
1427.0,41.666666666666664,11.0,0.6666666666666666,19.333333333333332,0.0,2.0,31.0,1.3333333333333333,0.0,0.9120237508808339,0.026979874224814886,0.0063756624735017906,0.00032583903551645487,0.01252416118039216,0.0,0.0013568141088302378,0.02206887267085837,0.0007781104051265341,0.0,26.666666666666668,0.017566915020125612,1560.6666666666667,2021-05-06
1268.0,29.666666666666668,10.666666666666666,0.3333333333333333,17.333333333333332,0.0,1.0,29.0,1.0,0.0,0.9172683218274922,0.02285178114985274,0.007410680586318765,0.0002228163992869875,0.012744581704417996,0.0,0.0008680555555555555,0.022289293194884204,0.0007349846504258267,0.0,20.333333333333332,0.015609484931765732,1377.3333333333333,2021-05-07
1107.6666666666667,17.666666666666668,13.0,0.3333333333333333,14.666666666666666,0.0,0.0,19.0,0.6666666666666666,0.0,0.9287605791710426,0.015003361609622852,0.012575112259371128,0.0002228163992869875,0.012998014016039963,0.0,0.0,0.01731842793307067,0.000445632798573975,0.0,13.666666666666666,0.012676055812991785,1186.6666666666667,2021-05-08
687.0,13.333333333333334,10.333333333333334,0.3333333333333333,11.0,0.0,0.0,12.333333333333334,1.0,0.0,0.9184672083362444,0.015774876121908487,0.010778167066199522,0.0002228163992869875,0.017910315277808,0.0,0.0,0.020209165852520646,0.0025160261733151758,0.0,10.333333333333334,0.014121424772716773,745.6666666666666,2021-05-09
661.6666666666666,8.0,7.333333333333333,0.3333333333333333,11.666666666666666,0.0,0.0,12.333333333333334,1.3333333333333333,0.0,0.9213107018429197,0.012406229331546115,0.008939017286503072,0.00023792529145848205,0.018688343704154856,0.0,0.0,0.020511343695950538,0.002784169249116647,0.0,11.333333333333334,0.015122269598350615,714.0,2021-05-10
866.6666666666666,12.0,7.0,1.0,11.666666666666666,0.0,0.0,14.333333333333334,1.6666666666666667,0.0,0.9278705626773519,0.012929503089297021,0.005329410373116804,0.0007803717248731824,0.015956938861417556,0.0,0.0,0.0181933204455741,0.0030553924658239967,0.0,16.0,0.01588450036254541,930.3333333333334,2021-05-11
1188.6666666666667,17.666666666666668,9.666666666666666,1.3333333333333333,11.333333333333334,0.0,0.0,19.333333333333332,1.6666666666666667,0.0,0.9298687330273928,0.014048959972151276,0.007544249797258554,0.001057226652890901,0.008505930146505912,0.0,0.0,0.015171990578945952,0.001261854019100515,0.0,28.333333333333332,0.022541055805754037,1278.0,2021-05-12
959.6666666666666,15.0,7.333333333333333,1.0,4.666666666666667,0.0,0.0,18.0,0.6666666666666666,0.0,0.9316168729332146,0.013473554546735824,0.006941170282051102,0.000819301361432419,0.004278623079837232,0.0,0.0,0.01846987951311971,0.0005480781447250689,0.0,25.333333333333332,0.023852520138883948,1031.6666666666667,2021-05-13
857.3333333333334,10.666666666666666,7.333333333333333,1.3333333333333333,2.6666666666666665,0.0,0.3333333333333333,22.333333333333332,1.3333333333333333,0.0,0.9274996985491906,0.010705053238106131,0.007887920917758428,0.0013745497688519668,0.0029353089703053285,0.0,0.0003658982802780827,0.02502538336457871,0.0013745497688519668,0.0,22.333333333333332,0.02283163714207878,925.6666666666666,2021-05-14
831.6666666666666,11.333333333333334,7.0,1.0,2.3333333333333335,0.0,0.3333333333333333,22.0,1.0,0.0,0.9362086910004489,0.01186682795439333,0.007813754276491296,0.001097694840834248,0.002716364981359206,0.0,0.0003658982802780827,0.02526972688820536,0.0010976948408342481,0.0,11.0,0.013563346937155338,887.6666666666666,2021-05-15
698.0,10.666666666666666,6.333333333333333,1.3333333333333333,8.666666666666666,0.0,0.3333333333333333,29.666666666666668,1.0,0.0,0.879694625643999,0.012833525148339806,0.008122535957316305,0.0022591350266646776,0.026099559538380303,0.0,0.0003658982802780827,0.06250949937224871,0.0010976948408342481,0.0,6.666666666666667,0.007017526191938825,762.6666666666666,2021-05-16
856.0,11.333333333333334,3.6666666666666665,0.3333333333333333,10.666666666666666,0.0,0.0,28.333333333333332,0.3333333333333333,0.0,0.8909181634525579,0.012327060281084884,0.004947697429529426,0.0011614401858304297,0.02718051393501882,0.0,0.0,0.05757877425326533,0.0002420721374969741,0.0,7.333333333333333,0.005644278325216144,918.0,2021-05-17
900.3333333333334,9.666666666666666,2.0,0.6666666666666666,13.666666666666666,0.0,0.0,32.0,0.6666666666666666,0.0,0.8872976043406865,0.010192287377262745,0.003342930327255022,0.001429393026130537,0.029516374383212963,0.0,0.0,0.05984481946600514,0.0005100249777970812,0.0,10.333333333333334,0.00786656610165006,969.3333333333334,2021-05-18
1102.0,14.0,4.333333333333333,0.3333333333333333,11.333333333333334,0.3333333333333333,0.0,29.666666666666668,1.3333333333333333,0.0,0.9302203388688245,0.012511376322854517,0.004284467801078384,0.0002679528403001072,0.010204113795971624,0.0003627130939426913,0.0,0.026155471224784507,0.0012354511656824639,0.0,16.666666666666668,0.014758114886561195,1180.0,2021-05-19
953.3333333333334,12.0,5.0,0.3333333333333333,12.0,0.3333333333333333,0.0,28.0,1.0,0.0,0.9285494312998147,0.011551041950440454,0.005260710528640113,0.0002679528403001072,0.01204152881552697,0.0003627130939426913,0.0,0.027774676639564375,0.0009933790281854897,0.0,13.333333333333334,0.01319856580358507,1025.3333333333333,2021-05-20
848.3333333333334,7.666666666666667,4.666666666666667,0.0,13.333333333333334,0.3333333333333333,0.0,24.333333333333332,0.6666666666666666,0.0,0.9306592260888887,0.008371216217709613,0.005093944752063524,0.0,0.014631146132580167,0.0003627130939426913,0.0,0.026648562543286514,0.0007254261878853826,0.0,12.333333333333334,0.013507764983643445,911.6666666666666,2021-05-21
740.6666666666666,3.3333333333333335,2.0,0.3333333333333333,10.333333333333334,0.0,0.0,20.666666666666668,0.3333333333333333,0.0,0.9398366021435454,0.0044094273407775655,0.00244340044862964,0.0006138735420503377,0.012622530527634174,0.0,0.0,0.027933087920177485,0.0006138735420503377,0.0,8.666666666666666,0.01152720453513501,786.3333333333334,2021-05-22
495.6666666666667,2.3333333333333335,1.0,0.3333333333333333,7.0,0.0,0.0,15.333333333333334,0.3333333333333333,0.0,0.92720991099997,0.005296458178597474,0.00333043128644955,0.0006138735420503377,0.01095388411098165,0.0,0.0,0.035967787538111445,0.0006138735420503377,0.0,7.333333333333333,0.016013780801789335,529.3333333333334,2021-05-23
283.6666666666667,2.6666666666666665,1.0,0.3333333333333333,12.0,0.0,0.0,21.0,3.0,0.0,0.8525193854690114,0.008589478510530999,0.004061401393427025,0.0006138735420503377,0.03842008588066028,0.0,0.0,0.0678271196507247,0.009414753630059138,0.0,5.666666666666667,0.01855390192353606,329.3333333333333,2021-05-24
369.6666666666667,2.3333333333333335,1.3333333333333333,0.3333333333333333,12.333333333333334,0.0,0.0,20.333333333333332,3.6666666666666665,0.0,0.8572968240607901,0.007571920513139773,0.004271590480136473,0.0004120313143798928,0.03782290605668794,0.0,0.0,0.06276437024088558,0.010036974031148478,0.0,8.0,0.019823383302831756,418.0,2021-05-25
752.3333333333334,4.666666666666667,1.6666666666666667,1.0,16.0,0.3333333333333333,1.0,33.333333333333336,4.666666666666667,0.0,0.8660953448094894,0.007176674463881805,0.0024122155875402904,0.0009000742621592975,0.03840374590298879,0.0002440214738897023,0.0007320644216691069,0.05755743315718278,0.010769038452817585,0.0,11.0,0.015709387468381422,826.0,2021-05-26
950.3333333333334,3.6666666666666665,2.0,1.6666666666666667,9.666666666666666,0.3333333333333333,1.0,33.666666666666664,2.3333333333333335,0.0,0.9331257978547938,0.0031550222986652826,0.002069681334114948,0.001657650019735055,0.009567112239622451,0.0002440214738897023,0.0007320644216691069,0.032689946408507906,0.0023469462435966645,0.0,13.666666666666666,0.014411757705405122,1018.3333333333334,2021-05-27
923.3333333333334,5.0,1.6666666666666667,1.6666666666666667,12.0,0.3333333333333333,1.0,38.666666666666664,1.3333333333333333,0.0,0.9254629050835801,0.005030015000539775,0.001695461260460875,0.001695461260460875,0.012942877569717362,0.0002440214738897023,0.0007320644216691069,0.04015599830888419,0.0011108523004569857,0.0,10.666666666666666,0.010930343320341008,995.6666666666666,2021-05-28
678.6666666666666,2.6666666666666665,1.3333333333333333,3.0,9.333333333333334,0.0,0.0,32.666666666666664,1.3333333333333333,0.0,0.9180491635986993,0.0036380672990580115,0.001767642402317325,0.004568762850496596,0.012255516241584353,0.0,0.0,0.0446172850197618,0.0020594601476954418,0.0,9.666666666666666,0.01304410244038727,738.6666666666666,2021-05-29
425.6666666666667,2.6666666666666665,0.6666666666666666,3.0,9.333333333333334,0.0,0.0,27.333333333333332,1.3333333333333333,0.0,0.8100946181441536,0.006962983123973836,0.0010100666447415672,0.011218594500328248,0.04882959031565842,0.0,0.0,0.10505499545747223,0.005384375972611267,0.0,5.333333333333333,0.01144477584106067,475.3333333333333,2021-05-30
439.3333333333333,1.6666666666666667,3.0,2.6666666666666665,8.0,0.0,0.0,34.666666666666664,1.6666666666666667,0.0,0.8016439248966915,0.005501551555715796,0.0038605541226391545,0.010768751945222534,0.04669450838641287,0.0,0.0,0.1128626588149011,0.00579691722673668,0.0,6.666666666666667,0.012871133051680519,497.6666666666667,2021-05-31
521.0,1.6666666666666667,5.0,0.6666666666666666,8.333333333333334,0.0,0.0,48.333333333333336,1.3333333333333333,0.0,0.7902701892262805,0.005312936533341182,0.0059015935038319875,0.007407407407407408,0.04631165736417566,0.0,0.0,0.12281740994612282,0.004859463092351599,0.0,12.0,0.017119342926488857,598.3333333333334,2021-06-01
692.6666666666666,1.3333333333333333,5.333333333333333,1.0,8.333333333333334,0.0,0.0,61.333333333333336,1.6666666666666667,0.0,0.8793962054864431,0.0016092328296374789,0.006409723585132802,0.0015243902439024389,0.011160347517743863,0.0,0.0,0.07872301066879671,0.0021720195512495216,0.0,15.333333333333334,0.019005070117094097,787.0,2021-06-02
560.3333333333334,1.0,3.0,1.6666666666666667,6.0,0.0,0.0,50.0,1.3333333333333333,0.0,0.8853247477788746,0.002244268243291204,0.004045723140144483,0.003397049419932402,0.009320135406645112,0.0,0.0,0.0762199513741032,0.001759478297124109,0.0,13.0,0.017688646339884918,636.3333333333334,2021-06-03
419.0,2.0,2.6666666666666665,2.0,6.0,0.0,0.0,51.333333333333336,1.3333333333333333,0.0,0.8512032704387081,0.004715587392092507,0.0057088519934096115,0.0041077814739480375,0.011015750340417086,0.0,0.0,0.10246236567621898,0.002437724270632899,0.0,9.333333333333334,0.01834866841457279,493.6666666666667,2021-06-04
350.6666666666667,4.666666666666667,2.6666666666666665,2.6666666666666665,5.333333333333333,0.0,0.0,36.333333333333336,1.6666666666666667,0.0,0.8601935522948435,0.01126759394409906,0.006019722731109618,0.006678395325049693,0.012797326817115514,0.0,0.0,0.08394870234548248,0.00387846656503373,0.0,6.666666666666667,0.015216239977266307,410.6666666666667,2021-06-05
257.3333333333333,4.0,2.3333333333333335,2.6666666666666665,6.0,0.0,0.0,42.0,2.0,0.0,0.7179949269501509,0.009394934768069097,0.005083393143094636,0.012131743475027058,0.025576682293100204,0.0,0.0,0.20620659426629576,0.007541470228037393,0.0,6.0,0.016070254876225026,322.3333333333333,2021-06-06
268.0,3.0,2.3333333333333335,2.6666666666666665,7.333333333333333,0.0,0.0,48.333333333333336,3.0,0.0,0.7121620225068502,0.007190576156093397,0.004650418443521892,0.012059581025098269,0.027770148459803634,0.0,0.0,0.2130715578991441,0.009312854140440347,0.0,5.333333333333333,0.013782841369048266,340.0,2021-06-07
296.0,1.0,2.6666666666666665,1.0,8.333333333333334,0.0,0.0,72.0,2.3333333333333335,0.0,0.6774202099872598,0.0018143485576435766,0.005007196578077805,0.007964576930094171,0.02745381481013665,0.0,0.0,0.25157615195929367,0.007443741160216256,0.0,10.0,0.021319960017278025,393.3333333333333,2021-06-08
406.3333333333333,1.6666666666666667,4.333333333333333,0.3333333333333333,8.666666666666666,0.0,0.0,81.66666666666667,2.3333333333333335,0.0,0.7816408301314469,0.0032297767246641,0.008545766995629114,0.0006385696040868454,0.016340370575673304,0.0,0.0,0.15684356678084865,0.004488451580722855,0.0,14.666666666666666,0.028272667606928287,520.0,2021-06-09
379.3333333333333,3.0,4.0,0.0,7.333333333333333,0.0,0.0,75.66666666666667,2.6666666666666665,0.0,0.7735225116683008,0.00647621100558114,0.008599353256111926,0.0,0.01447824802389558,0.0,0.0,0.15559322070291637,0.00595760822229329,0.0,17.0,0.035372847120900906,489.0,2021-06-10
336.3333333333333,2.3333333333333335,4.666666666666667,0.6666666666666666,6.333333333333333,0.0,0.0,72.33333333333333,3.6666666666666665,0.0,0.7609341895936055,0.005300432052024409,0.01056822839060551,0.001572327044025157,0.014499046000668403,0.0,0.0,0.1645848793276987,0.008514372833565239,0.0,15.0,0.034026524757807056,441.3333333333333,2021-06-11
250.66666666666666,2.0,3.6666666666666665,0.6666666666666666,6.333333333333333,0.0,0.0,59.0,6.0,0.0,0.7339252466610957,0.005905205905205906,0.01107006201345824,0.001572327044025157,0.021061485684127194,0.0,0.0,0.17302597821465746,0.02396827491167114,0.0,11.0,0.029471419565759188,339.3333333333333,2021-06-12
155.0,0.3333333333333333,2.0,0.6666666666666666,4.666666666666667,0.0,0.0,40.666666666666664,4.0,0.0,0.6877515621895389,0.00202020202020202,0.007185058128454356,0.001572327044025157,0.01717648179912331,0.0,0.0,0.2502796937662453,0.01930627024966648,0.0,4.666666666666667,0.014708404802744426,212.0,2021-06-13
89.66666666666667,1.0,1.3333333333333333,0.0,4.666666666666667,0.0,0.0,56.0,4.0,0.0,0.591100737013391,0.004526467684362421,0.006546669704564442,0.0,0.021379205589731904,0.0,0.0,0.3429465022970062,0.021174147489936967,0.0,2.6666666666666665,0.012326270221007062,159.33333333333334,2021-06-14
